model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-1.3b,base_0002,calib,ba,target,ba_target,value,direct,value/direct,value,inner,21,20,-0.5191531777381897,-0.9283478856086731,0.4091947078704834,0.4091947078704834,1,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7727268934249878,-1.453490138053894,-0.31923675537109375,0.31923675537109375,0,1,4871,1,35,"
# Question: does f return the b assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.717946171760559,-1.6220885515213013,-0.09585762023925781,-0.09585762023925781,0,0,4871,1,35,"
# Question: does f return the b assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7933329343795776,-1.4681509733200073,-0.3251819610595703,0.3251819610595703,0,1,4871,1,35,"
# Question: does f return the b assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7285224199295044,-1.6467257738113403,-0.08179664611816406,-0.08179664611816406,0,0,4871,1,35,"
# Question: does f return the b assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8539203405380249,-2.45859956741333,1.6046792268753052,-1.6046792268753052,1,0,4640,1,35,"
# Question: does f return the b assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8721259236335754,-2.514007806777954,1.6418818831443787,1.6418818831443787,1,1,4640,1,35,"
# Question: does f return the b assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8762378692626953,-2.475688934326172,1.5994510650634766,-1.5994510650634766,1,0,4640,1,35,"
# Question: does f return the b assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9096559882164001,-2.5136771202087402,1.60402113199234,1.60402113199234,1,1,4640,1,35,"
# Question: does f return the b assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.7534600496292114,-0.8221675157546997,0.06870746612548828,-0.06870746612548828,1,0,9526,1,35,"
# Question: does f return the inner b or the outer b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5913001298904419,-1.0207935571670532,0.42949342727661133,0.42949342727661133,1,1,9526,1,35,"
# Question: does f return the inner b or the outer b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.7516912221908569,-0.8222821950912476,0.07059097290039062,-0.07059097290039062,1,0,9526,1,35,"
# Question: does f return the inner b or the outer b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5985572934150696,-1.0021216869354248,0.4035643935203552,0.4035643935203552,1,1,9526,1,35,"
# Question: does f return the inner b or the outer b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.44779378175735474,-1.2122013568878174,0.7644075751304626,-0.7644075751304626,1,0,9526,1,35,"
# Question: does f return the outer b or the inner b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.36803337931632996,-1.399651050567627,1.031617671251297,1.031617671251297,1,1,9526,1,35,"
# Question: does f return the outer b or the inner b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4498528242111206,-1.209603190422058,0.7597503662109375,-0.7597503662109375,1,0,9526,1,35,"
# Question: does f return the outer b or the inner b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.37866586446762085,-1.371532917022705,0.9928670525550842,0.9928670525550842,1,1,9526,1,35,"
# Question: does f return the outer b or the inner b? Answer: the"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.0737724304199219,-1.883310317993164,0.8095378875732422,-0.8095378875732422,1,0,2291,1,33,"
# Question: is the b returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9892529249191284,-2.030278205871582,1.0410252809524536,1.0410252809524536,1,1,2291,1,33,"
# Question: is the b returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.0892184972763062,-1.8911041021347046,0.8018856048583984,-0.8018856048583984,1,0,2291,1,33,"
# Question: is the b returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.0037952661514282,-2.0166640281677246,1.0128687620162964,1.0128687620162964,1,1,2291,1,33,"
# Question: is the b returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7755815386772156,-2.671388864517212,1.8958073258399963,-1.8958073258399963,1,0,2291,1,33,"
# Question: is the b returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7346459627151489,-2.885517120361328,2.150871157646179,2.150871157646179,1,1,2291,1,33,"
# Question: is the b returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7904049754142761,-2.6701982021331787,1.8797932267189026,-1.8797932267189026,1,0,2291,1,33,"
# Question: is the b returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7628293037414551,-2.808565616607666,2.045736312866211,2.045736312866211,1,1,2291,1,33,"
# Question: is the b returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.290480136871338,-0.6694655418395996,-0.6210145950317383,0.6210145950317383,0,1,637,1,34,"
# Question: is b shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2673366069793701,-0.701704740524292,-0.5656318664550781,-0.5656318664550781,0,0,637,1,34,"
# Question: is b shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2725300788879395,-0.6906570792198181,-0.5818729996681213,0.5818729996681213,0,1,637,1,34,"
# Question: is b shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2319402694702148,-0.7305659651756287,-0.5013743042945862,-0.5013743042945862,0,0,637,1,34,"
# Question: is b shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8451215028762817,-1.1813455820083618,0.3362240791320801,-0.3362240791320801,1,0,637,1,36,"
# Question: does f return the b from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8442647457122803,-1.2024378776550293,0.358173131942749,0.358173131942749,1,1,637,1,36,"
# Question: does f return the b from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8692477941513062,-1.1656692028045654,0.2964214086532593,-0.2964214086532593,1,0,637,1,36,"
# Question: does f return the b from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.873653769493103,-1.1674200296401978,0.2937662601470947,0.2937662601470947,1,1,637,1,36,"
# Question: does f return the b from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0003,calib,ab,source,ab_source,value,direct,value/direct,value,outer,18,17,-2.282278299331665,-0.1519274115562439,-2.130350887775421,2.130350887775421,0,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0003,calib,ab,target,ab_target,value,direct,value/direct,value,inner,18,17,-0.3717059791088104,-1.203866958618164,0.8321609795093536,0.8321609795093536,1,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0003,calib,ba,source,ba_source,value,direct,value/direct,value,outer,17,18,-2.661193609237671,-0.14511561393737793,-2.516077995300293,2.516077995300293,0,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0003,calib,ba,target,ba_target,value,direct,value/direct,value,inner,17,18,-0.3490728735923767,-1.2700238227844238,0.9209509491920471,0.9209509491920471,1,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.8934199810028076,-1.5135486125946045,-0.3798713684082031,0.3798713684082031,0,1,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7842098474502563,-1.5455795526504517,-0.2386302947998047,-0.2386302947998047,0,0,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.9219173192977905,-1.5226939916610718,-0.39922332763671875,0.39922332763671875,0,1,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.8756226301193237,-1.5325058698654175,-0.34311676025390625,-0.34311676025390625,0,0,4871,1,35,"
# Question: does f return the j assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.9978446364402771,-2.5103607177734375,1.5125160813331604,-1.5125160813331604,1,0,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9804744720458984,-2.393451690673828,1.4129772186279297,1.4129772186279297,1,1,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-1.02880859375,-2.4868621826171875,1.4580535888671875,-1.4580535888671875,1,0,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-1.0102427005767822,-2.3856871128082275,1.3754444122314453,1.3754444122314453,1,1,4640,1,35,"
# Question: does f return the j assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.536115825176239,-1.1601793766021729,0.6240635514259338,-0.6240635514259338,1,0,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.41373130679130554,-1.3851449489593506,0.971413642168045,0.971413642168045,1,1,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5116510391235352,-1.2147207260131836,0.7030696868896484,-0.7030696868896484,1,0,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.42486241459846497,-1.3951315879821777,0.9702691733837128,0.9702691733837128,1,1,9526,1,35,"
# Question: does f return the inner j or the outer j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3323405086994171,-1.584697961807251,1.2523574531078339,-1.2523574531078339,1,0,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.33062103390693665,-1.5594260692596436,1.228805035352707,1.228805035352707,1,1,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3359711468219757,-1.5754497051239014,1.2394785583019257,-1.2394785583019257,1,0,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.30203235149383545,-1.6834267377853394,1.381394386291504,1.381394386291504,1,1,9526,1,35,"
# Question: does f return the outer j or the inner j? Answer: the"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9827879667282104,-1.8929518461227417,0.9101638793945312,-0.9101638793945312,1,0,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9124712347984314,-2.0241751670837402,1.1117039322853088,1.1117039322853088,1,1,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9889630079269409,-1.907042384147644,0.9180793762207031,-0.9180793762207031,1,0,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9576154947280884,-2.021181583404541,1.0635660886764526,1.0635660886764526,1,1,2291,1,33,"
# Question: is the j returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7905256748199463,-2.482921838760376,1.6923961639404297,-1.6923961639404297,1,0,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7196641564369202,-2.6989541053771973,1.979289948940277,1.979289948940277,1,1,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7959202527999878,-2.4839372634887695,1.6880170106887817,-1.6880170106887817,1,0,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.737791121006012,-2.771146774291992,2.0333556532859802,2.0333556532859802,1,1,2291,1,33,"
# Question: is the j returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.23617422580719,-0.6594773530960083,-0.5766968727111816,0.5766968727111816,0,1,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2920137643814087,-0.6509824991226196,-0.6410312652587891,-0.6410312652587891,0,0,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2851474285125732,-0.6306222081184387,-0.6545252203941345,0.6545252203941345,0,1,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0004,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.3439838886260986,-0.6351463198661804,-0.7088375687599182,-0.7088375687599182,0,0,637,1,34,"
# Question: is j shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0004,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8379534482955933,-1.166303038597107,0.32834959030151367,-0.32834959030151367,1,0,637,1,36,"
# Question: does f return the j from outside f (yes/no)? Answer:"
